orthography:	巴登-符腾堡pinyin:	bādēng-fúténgbǎocategory:	PHONgloss:	[baden-wutenburg]
orthography:	州pinyin:	zhōucategory:	Ngloss:	[province]
orthography:	总pinyin:	zǒngcategory:	Agloss:	[overall]
orthography:	面积pinyin:	miànjīcategory:	Ngloss:	[area]
orthography:	3pinyin:	3category:	NUMgloss:	[3]
orthography:	5pinyin:	5category:	NUMgloss:	[5]
orthography:	,pinyin:	,category:	PNTgloss:	[,]
orthography:	7pinyin:	7category:	NUMgloss:	[7]
orthography:	5pinyin:	5category:	NUMgloss:	[5]
orthography:	2pinyin:	2category:	NUMgloss:	[2]
orthography:	平方pinyin:	píngfāngcategory:	Ngloss:	[square]
orthography:	千米pinyin:	qiānmǐcategory:	Ngloss:	[kilometer]
orthography:	，pinyin:	,category:	PNTgloss:	[,]
orthography:	是pinyin:	shìcategory:	VIgloss:	[be]
orthography:	德国pinyin:	Déguócategory:	NEgloss:	[Germany]
orthography:	面积pinyin:	miànjīcategory:	Ngloss:	[area]
orthography:	第三pinyin:	dìsāncategory:	Agloss:	[third]
orthography:	大pinyin:	dàcategory:	EVgloss:	[large]
orthography:	的pinyin:	decategory:	PRTgloss:	[(relativizer)]
orthography:	州pinyin:	zhōucategory:	Ngloss:	[province]
orthography:	。pinyin:	.category:	PNTgloss:	[.]
orthography:	它pinyin:	tācategory:	PRNgloss:	[it]
orthography:	位于pinyin:	wèiyúcategory:	VIgloss:	[be_situated]
orthography:	德国pinyin:	Déguócategory:	NEgloss:	[Germany]
orthography:	西南pinyin:	xīnáncategory:	Ngloss:	[northwest]
orthography:	部pinyin:	bùcategory:	Ngloss:	[part]
orthography:	，pinyin:	,category:	PNTgloss:	[,]
orthography:	东边pinyin:	dōngbiāncategory:	Ngloss:	[east]
orthography:	与pinyin:	yǔcategory:	CNJgloss:	[and]
orthography:	巴伐利亚pinyin:	bāfálìyàcategory:	PHONgloss:	[bafalia]
orthography:	州pinyin:	zhōucategory:	Ngloss:	[province]
orthography:	接壤pinyin:	jiērǎngcategory:	VIgloss:	[border]
orthography:	，pinyin:	,category:	PNTgloss:	[,]
orthography:	南边pinyin:	nánbiāncategory:	Ngloss:	[south]
orthography:	与pinyin:	yǔcategory:	CNJgloss:	[and]
orthography:	奥地利pinyin:	àodìlìcategory:	PHONgloss:	[autli]
orthography:	、pinyin:	,category:	PNTgloss:	[,]
orthography:	瑞士pinyin:	ruìshìcategory:	PHONgloss:	[suis]
orthography:	共pinyin:	gòngcategory:	Agloss:	[common]
orthography:	享pinyin:	xiǎngcategory:	VTgloss:	[enjoy]
orthography:	博登pinyin:	bódēngcategory:	PHONgloss:	[boden]
orthography:	湖pinyin:	húcategory:	Ngloss:	[lake]
orthography:	（pinyin:	(category:	PNTgloss:	[(]
orthography:	不过pinyin:	búguòcategory:	CNJgloss:	[but]
orthography:	瑞士pinyin:	ruìshìcategory:	PHONgloss:	[suis]
orthography:	的pinyin:	decategory:	PRTgloss:	[(relativizer)]
orthography:	沙夫豪森pinyin:	shāfūháosēncategory:	PHONgloss:	[šafhausen]
orthography:	州pinyin:	zhōucategory:	Ngloss:	[province]
orthography:	有pinyin:	yǒucategory:	VIgloss:	[have, there_is]
orthography:	一pinyin:	yīcategory:	NUMgloss:	[one]
orthography:	小pinyin:	xiǎocategory:	EVgloss:	[small]
orthography:	块pinyin:	kuàicategory:	Ngloss:	[chunk]
orthography:	地方pinyin:	dìfāngcategory:	Ngloss:	[location]
orthography:	位于pinyin:	wèiyúcategory:	VIgloss:	[be_situated]
orthography:	莱茵pinyin:	láiyīncategory:	PHONgloss:	[lein]
orthography:	河pinyin:	hécategory:	Ngloss:	[river]
orthography:	北pinyin:	běicategory:	Agloss:	[northern]
orthography:	）pinyin:	)category:	PNTgloss:	[)]
orthography:	，pinyin:	,category:	PNTgloss:	[,]
orthography:	西边pinyin:	xībiancategory:	Ngloss:	[west]
orthography:	隔pinyin:	gécategory:	VTgloss:	[partition]
orthography:	着pinyin:	zhecategory:	PRTgloss:	[(progressive)]
orthography:	莱茵pinyin:	láiyīncategory:	PHONgloss:	[lein]
orthography:	河pinyin:	hécategory:	Ngloss:	[river]
orthography:	与pinyin:	yǔcategory:	CNJgloss:	[and]
orthography:	法国pinyin:	Fǎguócategory:	NEgloss:	[France]
orthography:	相邻pinyin:	xiānglíncategory:	Agloss:	[adjacent]
orthography:	，pinyin:	,category:	PNTgloss:	[,]
orthography:	北边pinyin:	běibiāncategory:	Ngloss:	[north]
orthography:	是pinyin:	shìcategory:	VIgloss:	[be]
orthography:	莱茵兰-普法尔茨pinyin:	láiyīnlán-pǔfǎěrcícategory:	PHONgloss:	[leinlan-pufalc]
orthography:	州pinyin:	zhōucategory:	Ngloss:	[province]
orthography:	与pinyin:	yǔcategory:	CNJgloss:	[and]
orthography:	黑森pinyin:	hēisēncategory:	PHONgloss:	[hesen]
orthography:	州pinyin:	zhōucategory:	Ngloss:	[province]
orthography:	。pinyin:	.category:	PNTgloss:	[.]
orthography:	从pinyin:	cóngcategory:	PRPgloss:	[from]
orthography:	地理pinyin:	dìlícategory:	Ngloss:	[geography]
orthography:	结构pinyin:	jiégòucategory:	Ngloss:	[structure]
orthography:	上pinyin:	shàngcategory:	ADVgloss:	[up]
orthography:	巴登-符腾堡pinyin:	bādēng-fúténgbǎocategory:	PHONgloss:	[baden-wutenburg]
orthography:	可以pinyin:	kěyǐcategory:	VIgloss:	[be_allowed]
orthography:	分pinyin:	fēncategory:	VTgloss:	[divide]
orthography:	以下pinyin:	yǐxiàcategory:	Agloss:	[below, as_follows]
orthography:	几pinyin:	jǐcategory:	DETgloss:	[some]
orthography:	个pinyin:	gècategory:	ZWgloss:	[piece]
orthography:	部分pinyin:	bùfèncategory:	Ngloss:	[part]
orthography:	：pinyin:	:category:	PNTgloss:	[:]
orthography:	北pinyin:	běicategory:	Agloss:	[northern]
orthography:	部pinyin:	bùcategory:	Ngloss:	[part]
orthography:	是pinyin:	shìcategory:	VIgloss:	[be]
orthography:	莱茵pinyin:	láiyīncategory:	PHONgloss:	[lein]
orthography:	河pinyin:	hécategory:	Ngloss:	[river]
orthography:	和pinyin:	hécategory:	CNJgloss:	[and]
orthography:	内卡pinyin:	nèikǎcategory:	PHONgloss:	[neka]
orthography:	河pinyin:	hécategory:	Ngloss:	[river]
orthography:	河pinyin:	hécategory:	Ngloss:	[river]
orthography:	谷pinyin:	gǔcategory:	NKgloss:	[valley]
orthography:	的pinyin:	decategory:	PRTgloss:	[(relativizer)]
orthography:	平原pinyin:	píngyuáncategory:	Ngloss:	[plain]
orthography:	地区pinyin:	dìqūcategory:	Ngloss:	[region]
orthography:	，pinyin:	,category:	PNTgloss:	[,]
orthography:	西pinyin:	xīcategory:	Agloss:	[western]
orthography:	部pinyin:	bùcategory:	Ngloss:	[part]
orthography:	是pinyin:	shìcategory:	VIgloss:	[be]
orthography:	上pinyin:	shàngcategory:	ADVgloss:	[up]
orthography:	莱茵pinyin:	láiyīncategory:	PHONgloss:	[lein]
orthography:	河pinyin:	hécategory:	Ngloss:	[river]
orthography:	河pinyin:	hécategory:	Ngloss:	[river]
orthography:	谷pinyin:	gǔcategory:	NKgloss:	[valley]
orthography:	，pinyin:	,category:	PNTgloss:	[,]
orthography:	东南pinyin:	dōngnáncategory:	Ngloss:	[southeast]
orthography:	部pinyin:	bùcategory:	Ngloss:	[part]
orthography:	是pinyin:	shìcategory:	VIgloss:	[be]
orthography:	阿尔卑斯山pinyin:	āěrbēisīshancategory:	PHONgloss:	[alpesšan]
orthography:	山脉pinyin:	shānmàicategory:	Ngloss:	[mountain_range]
orthography:	的pinyin:	decategory:	PRTgloss:	[(relativizer)]
orthography:	前pinyin:	qiáncategory:	Ngloss:	[front]
orthography:	缘pinyin:	yuáncategory:	NKgloss:	[fate]
orthography:	，pinyin:	,category:	PNTgloss:	[,]
orthography:	其间pinyin:	qíjiāncategory:	ADVgloss:	[in_between]
orthography:	是pinyin:	shìcategory:	VIgloss:	[be]
orthography:	属于pinyin:	shǔyúcategory:	Agloss:	[belong_to]
orthography:	中pinyin:	zhōngcategory:	NKgloss:	[middle]
orthography:	部pinyin:	bùcategory:	Ngloss:	[part]
orthography:	山pinyin:	shāncategory:	Ngloss:	[mountain]
orthography:	区pinyin:	qūcategory:	Ngloss:	[district]
orthography:	的pinyin:	decategory:	PRTgloss:	[(relativizer)]
orthography:	黑pinyin:	hēicategory:	EVgloss:	[black]
orthography:	森林pinyin:	sēnlíncategory:	Ngloss:	[forest]
orthography:	和pinyin:	hécategory:	CNJgloss:	[and]
orthography:	施瓦本山pinyin:	shīwǎběnshancategory:	PHONgloss:	[šwabenšan]
orthography:	山脉pinyin:	shānmàicategory:	Ngloss:	[mountain_range]
orthography:	。pinyin:	.category:	PNTgloss:	[.]
orthography:	巴登-符腾堡南pinyin:	bādēng-fúténgbǎonáncategory:	PHONgloss:	[baden-wutenburgnan]
orthography:	部pinyin:	bùcategory:	Ngloss:	[part]
orthography:	的pinyin:	decategory:	PRTgloss:	[(relativizer)]
orthography:	边界pinyin:	biānjiècategory:	Ngloss:	[border]
orthography:	是pinyin:	shìcategory:	VIglos